Year,Sex,Age,Location,Quantile,Units,Value
2013,,,,,TONNES,57461176.08
2013,,,,,TONNES,33320027.95
2013,,,,,TONNES,0
2013,,,,,TONNES,1251000
2013,,,,,TONNES,3386339
2013,,,,,TONNES,30863947.5
2013,,,,,TONNES,0
2013,,,,,TONNES,82064444.41401
2013,,,,,TONNES,3053010
2013,,,,,TONNES,27810937.5
2013,,,,,TONNES,0
2013,,,,,TONNES,82064444.41401
2013,,,,,TONNES,49434744
2013,,,,,TONNES,0
2014,,,,,TONNES,0
2014,,,,,TONNES,0
2014,,,,,TONNES,0
2014,,,,,TONNES,3.71343
2014,,,,,TONNES,0.46516
2014,,,,,TONNES,1.32322
2014,,,,,TONNES,0.00002
2014,,,,,TONNES,0.38339
2014,,,,,TONNES,0
2014,,,,,TONNES,0.35284
2014,,,,,TONNES,0.79018
2014,,,,,TONNES,0.03055
2014,,,,,TONNES,0.00556
2014,,,,,TONNES,0.04604
2014,,,,,TONNES,2.00679
2014,,,,,TONNES,0.69985
2014,,,,,TONNES,1.32322
2014,,,,,TONNES,0.00002
2014,,,,,KG_PER_CON_USD,7.72404
2014,,,,,KG_PER_CON_USD,0.09577
2014,,,,,KG_PER_CON_USD,0
2014,,,,,KG_PER_CON_USD,0.01157
2014,,,,,KG_PER_CON_USD,1.64359
2014,,,,,KG_PER_CON_USD,0.00004
2014,,,,,KG_PER_CON_USD,0.79747
2014,,,,,KG_PER_CON_USD,0.06355
2014,,,,,KG_PER_CON_USD,2.75234
2014,,,,,KG_PER_CON_USD,0
2014,,,,,KG_PER_CON_USD,0
2014,,,,,KG_PER_CON_USD,4.17418
2014,,,,,KG_PER_CON_USD,0.96755
2014,,,,,KG_PER_CON_USD,0
2014,,,,,KG_PER_CON_USD,1.45571
2014,,,,,KG_PER_CON_USD,0.73392
2014,,,,,KG_PER_CON_USD,2.75234
2014,,,,,KG_PER_CON_USD,0.00004
2014,,,,,TONNES,3396507.3
2014,,,,,TONNES,1698440
2014,,,,,TONNES,1440
2014,,,,,TONNES,2253900
2014,,,,,TONNES,58289253.36
2014,,,,,TONNES,410188
2014,,,,,TONNES,148560390.362
2014,,,,,TONNES,0
2014,,,,,TONNES,276179018.07915
2014,,,,,TONNES,34313908.66
2014,,,,,TONNES,0
2014,,,,,TONNES,51626142
2014,,,,,TONNES,97610853.71715
2014,,,,,TONNES,0
2014,,,,,TONNES,26028125
2014,,,,,TONNES,0
2014,,,,,TONNES,97610853.71715
2014,,,,,TONNES,28282025
2015,,,,,TONNES,3.71569
2015,,,,,TONNES,0.6824
2015,,,,,TONNES,0
2015,,,,,TONNES,0
2015,,,,,TONNES,1.96267
2015,,,,,TONNES,0.04606
2015,,,,,TONNES,0.00514
2015,,,,,TONNES,0.00001
2015,,,,,TONNES,1.39446
2015,,,,,TONNES,0.35855
2015,,,,,TONNES,0.00001
2015,,,,,TONNES,1.39446
2015,,,,,TONNES,0.45394
2015,,,,,TONNES,0.03571
2015,,,,,TONNES,0.77513
2015,,,,,TONNES,0.32284
2015,,,,,TONNES,0
2015,,,,,TONNES,0
2015,,,,,KG_PER_CON_USD,0.64916
2015,,,,,KG_PER_CON_USD,0
2015,,,,,KG_PER_CON_USD,0
2015,,,,,KG_PER_CON_USD,1.37217
2015,,,,,KG_PER_CON_USD,0.00002
2015,,,,,KG_PER_CON_USD,1.55863
2015,,,,,KG_PER_CON_USD,2.80398
2015,,,,,KG_PER_CON_USD,0.0718
2015,,,,,KG_PER_CON_USD,0.72097
2015,,,,,KG_PER_CON_USD,0.00002
2015,,,,,KG_PER_CON_USD,2.80398
2015,,,,,KG_PER_CON_USD,0.01033
2015,,,,,KG_PER_CON_USD,0.09261
2015,,,,,KG_PER_CON_USD,7.47148
2015,,,,,KG_PER_CON_USD,0.91277
2015,,,,,KG_PER_CON_USD,0
2015,,,,,KG_PER_CON_USD,3.94652
2015,,,,,KG_PER_CON_USD,0
2015,,,,,TONNES,284863312.68475
2015,,,,,TONNES,0
2015,,,,,TONNES,106320306.05375
2015,,,,,TONNES,0
2015,,,,,TONNES,52029477
2015,,,,,TONNES,34610256.6
2015,,,,,TONNES,828
2015,,,,,TONNES,985828
2015,,,,,TONNES,150200407.07
2015,,,,,TONNES,0
2015,,,,,TONNES,391635
2015,,,,,TONNES,59099755.04
2015,,,,,TONNES,2722596.436
2015,,,,,TONNES,27337424.561
2015,,,,,TONNES,106320306.05375
2015,,,,,TONNES,0
2015,,,,,TONNES,24614828.125
2015,,,,,TONNES,3511675.9
2016,,,,,TONNES,0.0219
2016,,,,,TONNES,0.04508
2016,,,,,TONNES,0.00533
2016,,,,,TONNES,1.88834
2016,,,,,TONNES,0
2016,,,,,TONNES,0
2016,,,,,TONNES,0.6451
2016,,,,,TONNES,0
2016,,,,,TONNES,0
2016,,,,,TONNES,0.30857
2016,,,,,TONNES,0.75943
2016,,,,,TONNES,3.49402
2016,,,,,TONNES,0.43339
2016,,,,,TONNES,1.27522
2016,,,,,TONNES,0
2016,,,,,TONNES,0.33047
2016,,,,,TONNES,1.27522
2016,,,,,TONNES,0
2016,,,,,KG_PER_CON_USD,0.67058
2016,,,,,KG_PER_CON_USD,2.58767
2016,,,,,KG_PER_CON_USD,0
2016,,,,,KG_PER_CON_USD,0.01081
2016,,,,,KG_PER_CON_USD,1.54104
2016,,,,,KG_PER_CON_USD,0.00001
2016,,,,,KG_PER_CON_USD,1.30903
2016,,,,,KG_PER_CON_USD,0
2016,,,,,KG_PER_CON_USD,0.62614
2016,,,,,KG_PER_CON_USD,0.04444
2016,,,,,KG_PER_CON_USD,3.8318
2016,,,,,KG_PER_CON_USD,0
2016,,,,,KG_PER_CON_USD,0.87944
2016,,,,,KG_PER_CON_USD,7.09006
2016,,,,,KG_PER_CON_USD,0.09148
2016,,,,,KG_PER_CON_USD,0
2016,,,,,KG_PER_CON_USD,2.58767
2016,,,,,KG_PER_CON_USD,0.00001
2016,,,,,TONNES,0
2016,,,,,TONNES,0
2016,,,,,TONNES,100473296.76338
2016,,,,,TONNES,26037293.139
2016,,,,,TONNES,1725657.2015
2016,,,,,TONNES,59835112.8
2016,,,,,TONNES,419819
2016,,,,,TONNES,0
2016,,,,,TONNES,743252
2016,,,,,TONNES,3551966.7
2016,,,,,TONNES,34146756.09
2016,,,,,TONNES,0
2016,,,,,TONNES,50826669
2016,,,,,TONNES,100473296.76338
2016,,,,,TONNES,252
2016,,,,,TONNES,24311635.9375
2016,,,,,TONNES,149214990.421
2016,,,,,TONNES,276481978.32338
2017,,,,,TONNES,0.45323
2017,,,,,TONNES,1.33102
2017,,,,,TONNES,0
2017,,,,,TONNES,0.39391
2017,,,,,TONNES,0
2017,,,,,TONNES,3.55952
2017,,,,,TONNES,0.58799
2017,,,,,TONNES,0
2017,,,,,TONNES,1.33102
2017,,,,,TONNES,0
2017,,,,,TONNES,1.77527
2017,,,,,TONNES,0.00591
2017,,,,,TONNES,0.04303
2017,,,,,TONNES,0.74442
2017,,,,,TONNES,0.09038
2017,,,,,TONNES,0.36285
2017,,,,,TONNES,0
2017,,,,,TONNES,0
2017,,,,,KG_PER_CON_USD,0.00001
2017,,,,,KG_PER_CON_USD,1.50493
2017,,,,,KG_PER_CON_USD,0.01195
2017,,,,,KG_PER_CON_USD,0.087
2017,,,,,KG_PER_CON_USD,0
2017,,,,,KG_PER_CON_USD,7.19598
2017,,,,,KG_PER_CON_USD,0.00001
2017,,,,,KG_PER_CON_USD,2.69081
2017,,,,,KG_PER_CON_USD,0.73354
2017,,,,,KG_PER_CON_USD,0
2017,,,,,KG_PER_CON_USD,1.1887
2017,,,,,KG_PER_CON_USD,0
2017,,,,,KG_PER_CON_USD,0.79633
2017,,,,,KG_PER_CON_USD,3.58891
2017,,,,,KG_PER_CON_USD,0
2017,,,,,KG_PER_CON_USD,2.69081
2017,,,,,KG_PER_CON_USD,0.18271
2017,,,,,KG_PER_CON_USD,0.91626
2017,,,,,TONNES,36892312.05947
2017,,,,,TONNES,108343375.98951
2017,,,,,TONNES,0
2017,,,,,TONNES,216
2017,,,,,TONNES,0
2017,,,,,TONNES,29535568.75
2017,,,,,TONNES,47862030
2017,,,,,TONNES,144922718.985
2017,,,,,TONNES,0
2017,,,,,TONNES,291026471.03398
2017,,,,,TONNES,481258
2017,,,,,TONNES,60594868.08
2017,,,,,TONNES,7356743.30947
2017,,,,,TONNES,108343375.98951
2017,,,,,TONNES,0
2017,,,,,TONNES,32063529.28
2017,,,,,TONNES,3502845
2017,,,,,TONNES,814216
2018,,,,,TONNES,0
2018,,,,,TONNES,0.28123
2018,,,,,TONNES,0.08751
2018,,,,,TONNES,0
2018,,,,,TONNES,0.72921
2018,,,,,TONNES,0.0424
2018,,,,,TONNES,1.50589
2018,,,,,TONNES,1.50589
2018,,,,,TONNES,0
2018,,,,,TONNES,0.00515
2018,,,,,TONNES,1.71026
2018,,,,,TONNES,0
2018,,,,,TONNES,0.55682
2018,,,,,TONNES,3.58489
2018,,,,,TONNES,0
2018,,,,,TONNES,0.37668
2018,,,,,TONNES,0
2018,,,,,TONNES,0.36874
2018,,,,,KG_PER_CON_USD,0.72779
2018,,,,,KG_PER_CON_USD,2.97223
2018,,,,,KG_PER_CON_USD,0
2018,,,,,KG_PER_CON_USD,0.17272
2018,,,,,KG_PER_CON_USD,3.37559
2018,,,,,KG_PER_CON_USD,0.74346
2018,,,,,KG_PER_CON_USD,1.09902
2018,,,,,KG_PER_CON_USD,0
2018,,,,,KG_PER_CON_USD,0.55507
2018,,,,,KG_PER_CON_USD,2.97223
2018,,,,,KG_PER_CON_USD,0.00001
2018,,,,,KG_PER_CON_USD,0
2018,,,,,KG_PER_CON_USD,7.0756
2018,,,,,KG_PER_CON_USD,0.08369
2018,,,,,KG_PER_CON_USD,0.01016
2018,,,,,KG_PER_CON_USD,0
2018,,,,,KG_PER_CON_USD,1.43927
2018,,,,,KG_PER_CON_USD,0.00001
2018,,,,,TONNES,126597617.70361
2018,,,,,TONNES,46810913
2018,,,,,TONNES,23642515.625
2018,,,,,TONNES,0
2018,,,,,TONNES,270
2018,,,,,TONNES,126597617.70361
2018,,,,,TONNES,0
2018,,,,,TONNES,3564546
2018,,,,,TONNES,811570
2018,,,,,TONNES,31666422.26
2018,,,,,TONNES,0
2018,,,,,TONNES,7356743.30947
2018,,,,,TONNES,30999258.93447
2018,,,,,TONNES,61303264.72
2018,,,,,TONNES,432825
2018,,,,,TONNES,302757404.71308
2018,,,,,TONNES,0
2018,,,,,TONNES,144264158.075
2019,,,,,TONNES,0
2019,,,,,TONNES,0.33883
2019,,,,,TONNES,1.5623
2019,,,,,TONNES,-0.00016
2019,,,,,TONNES,0
2019,,,,,TONNES,0.38246
2019,,,,,TONNES,0.08632
2019,,,,,TONNES,0.25251
2019,,,,,TONNES,-0.00016
2019,,,,,TONNES,0
2019,,,,,TONNES,3.6127
2019,,,,,TONNES,0.56717
2019,,,,,TONNES,0
2019,,,,,TONNES,1.71173
2019,,,,,TONNES,0.00502
2019,,,,,TONNES,1.5623
2019,,,,,TONNES,0.04166
2019,,,,,TONNES,0.71543
2019,,,,,KG_PER_CON_USD,3.04789
2019,,,,,KG_PER_CON_USD,0.00979
2019,,,,,KG_PER_CON_USD,0.08127
2019,,,,,KG_PER_CON_USD,7.04801
2019,,,,,KG_PER_CON_USD,0
2019,,,,,KG_PER_CON_USD,0.74613
2019,,,,,KG_PER_CON_USD,3.33941
2019,,,,,KG_PER_CON_USD,0.49262
2019,,,,,KG_PER_CON_USD,0
2019,,,,,KG_PER_CON_USD,0
2019,,,,,KG_PER_CON_USD,1.10648
2019,,,,,KG_PER_CON_USD,-0.00031
2019,,,,,KG_PER_CON_USD,1.39573
2019,,,,,KG_PER_CON_USD,-0.00031
2019,,,,,KG_PER_CON_USD,0
2019,,,,,KG_PER_CON_USD,0.1684
2019,,,,,KG_PER_CON_USD,3.04789
2019,,,,,KG_PER_CON_USD,0.66102
2019,,,,,TONNES,314936243.21761
2019,,,,,TONNES,62092579.47071
2019,,,,,TONNES,435649.99663
2019,,,,,TONNES,29407227.56521
2019,,,,,TONNES,7491763.29066
2019,,,,,TONNES,0
2019,,,,,TONNES,135593216.20269
2019,,,,,TONNES,0
2019,,,,,TONNES,-13801.75929
2019,,,,,TONNES,21915464.27455
2019,,,,,TONNES,49224632.71439
2019,,,,,TONNES,135593216.20269
2019,,,,,TONNES,33193535.60171
2019,,,,,TONNES,0
2019,,,,,TONNES,806779.58765
2019,,,,,TONNES,3615656.90429
2019,,,,,TONNES,149030173.86206
2019,,,,,TONNES,0
